SampleID	2DN.AE	2SM.DN	2i	3DAG.AN	7DAG.AE	7DAG.SM	8DN.AE	8SM.DN	10DAG.AE	13DAG.SM	13i	20DAG.AE	21DN.AE	26DAG.AN	26DAG.SM	27DAG.AE	27DAG.SM	31i	33DN.AE	33SM.DN	33i	34DAG.AE	38DN.AE	39DAG.AE	39DAG.SM	45DN.AE	46DAG.AN	48DN.AN	48SM.DN	49DAG.AN	50DN.AN	50SM.DN	50i	51DN.AN	51SM.DN	54DAG.AN	59DAG.AN	59DAG.SM	59i
Grupo_Experimental	DN_AE	DN	Inicial	DAG_AN	DAG_AE	DAG	DN_AE	DN	DAG_AE	DAG	Inicial	DAG_AE	DN_AE	DAG_AN	DAG	DAG_AE	DAG	Inicial	DN_AE	DN	Inicial	DAG_AE	DN_AE	DAG_AE	DAG	DN_AE	DAG_AN	DN_AN	DN	DAG_AN	DN_AN	DN	Inicial	DN_AN	DN	DAG_AN	DAG_AN	DAG	Inicial
Dieta	Normal	Normal	Normal	DAG	DAG	DAG	Normal	Normal	DAG	DAG	Normal	DAG	Normal	DAG	DAG	DAG	DAG	Normal	Normal	Normal	Normal	DAG	Normal	DAG	DAG	Normal	DAG	Normal	Normal	DAG	Normal	Normal	Normal	Normal	Normal	DAG	DAG	DAG	Normal
Ambiente	Enriquecido	Normal	Normal	Normal	Enriquecido	Normal	Enriquecido	Normal	Enriquecido	Normal	Normal	Enriquecido	Enriquecido	Normal	Normal	Enriquecido	Normal	Normal	Enriquecido	Normal	Normal	Enriquecido	Enriquecido	Enriquecido	Normal	Enriquecido	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal
Tiempo	24	12	0	24	24	12	24	12	24	12	0	24	24	24	12	24	12	0	24	12	0	24	24	24	12	24	24	24	12	24	24	12	0	24	12	24	24	12	0
Description	DN_24S_AE	DN_12S	Inicial	DAG_24S_AN	DAG_24S_AE	DAG_12S	DN_24S_AE	DN_12S	DAG_24S_AE	DAG_12S	Inicial	DAG_24S_AE	DN_24S_AE	DAG_24S_AN	DAG_12S	DAG_24S_AE	DAG_12S	Inicial	DN_24S_AE	DN_12S	Inicial	DAG_24S_AE	DN_24S_AE	DAG_24S_AE	DAG_12S	DN_24S_AE	DAG_24S_AN	DN_24S_AN	DN_12S	DAG_24S_AN	DN_24S_AN	DN_12S	Inicial	DN_24S_AN	DN_12S	DAG_24S_AN	DAG_24S_AN	DAG_12S	Inicial
Candidatus Arthromitus sp.	0.00217851066198	0.000149188954592	0.000892936869363	1.74535299764e-05	0.0	1.57190688024e-05	0.00133480921995	0.000473234418061	0.000351670434564	0.000122075731345	0.00037397157816	0.000160494907934	9.11228153305e-05	0.0	0.000285243818637	0.0	0.000270315394462	0.000175797130112	0.0028718027263	0.000911793855302	0.000678603743035	0.000267789398515	0.00234230911103	8.72752661896e-05	0.0	0.0021629874674	0.0	0.000182263715345	0.000147885241053	1.8523320861e-05	0.000857992298023	0.000253989755747	7.18545663577e-05	0.000270942634055	0.000612382802602	0.0	0.0	0.0	0.000124966805692
Clostridiisalibacter sp.	3.18030753574e-05	0.0	1.78587373873e-05	0.000645780609128	0.0	0.0	0.0	0.0	0.0	1.10977937586e-05	0.0	0.0	0.0	0.00146682932497	0.000181518793678	0.0	0.0	4.3949282528e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00161097852029	2.02515239272e-05	0.0	0.00259326492053	0.0	0.0	0.0	0.0	0.0	5.60538116592e-05	0.000927299703264	0.00131811802038	0.0
Clostridium sp.	1.59015376787e-05	0.0	3.57174747745e-05	0.0	0.0	1.57190688024e-05	0.0	0.0	0.0	0.0	1.78081703886e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00010987320632	0.0	0.00233894945491	8.33373017763e-05	0.0	0.0	1.74550532379e-05	0.0	0.0	0.0	0.0	0.00142955733018	1.8523320861e-05	0.0	0.000275155568725	0.00120356398649	4.92622971009e-05	0.00327308049666	0.0	0.0	0.0	0.00167143102613
Clostridiumperfringens	1.59015376787e-05	4.0687896707e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.95045277829e-06	0.000131847847584	0.0	0.00243805748266	0.000130958617077	0.0	0.0	0.0	0.0	0.0	0.0	4.05030478544e-05	0.00155279503106	1.8523320861e-05	0.0	0.000232823942768	0.00127541855285	0.000147786891303	0.00342089703522	0.0	0.0	0.0	0.00145273911617
SMB53 sp.	0.0	0.0	1.78587373873e-05	0.023719347238	0.0	0.000157190688024	1.62781612189e-05	0.0	0.0	3.32933812758e-05	1.78081703886e-05	0.0	0.0	0.0529656093877	0.00540666692598	4.03518682915e-05	1.59009055566e-05	6.59239237919e-05	0.0	0.0	4.76213153007e-05	0.0	5.5330136481e-05	1.74550532379e-05	1.94378571706e-05	0.0	0.0560262529833	4.05030478544e-05	0.0	0.0789834401512	0.0	4.23316259578e-05	5.38909247683e-05	0.0	0.0	0.00355007473842	0.0291543026706	0.0536644901446	0.000124966805692
Dehalobacterium sp.	0.00206719989823	0.00204795746759	0.00237521207251	0.00113447944847	0.00173086772991	0.00138327805461	0.00227894257065	0.000779444923865	0.00208490329063	0.00115417055089	0.00217259678741	0.00351629752838	0.00162198611288	0.000508307191821	0.00146511597754	0.00455976111694	0.00181270323345	0.0016480980948	0.00118701179354	0.000753221010902	0.00217867517501	0.00111578916048	0.0015676872003	0.000977482981323	0.0023131050033	0.00122993405009	0.000636435958632	0.00162012191417	0.00253869663808	0.000648316230134	0.00195542430712	0.00209541548491	0.00287418265431	0.0028325820833	0.00206943153983	0.0015134529148	0.000445103857567	0.000781106975041	0.00228064420388
Pseudoramibacter_Eubacterium sp.	0.0	8.1375793414e-05	0.000160728636485	3.49070599529e-05	1.76619156114e-05	1.57190688024e-05	1.62781612189e-05	5.56746374189e-05	0.000100477267018	7.76845563102e-05	1.78081703886e-05	1.45904461758e-05	0.000145796504529	0.000174276751481	0.0	2.01759341458e-05	0.0	6.59239237919e-05	0.000191453515087	1.982160555e-05	4.76213153007e-05	0.0	1.8443378827e-05	0.000139640425903	0.0	2.12057594843e-05	0.0	6.07545717815e-05	0.000197180321404	0.000129663246027	3.99066185127e-05	0.000126994877873	3.59272831788e-05	0.000295573782605	0.000211166483656	5.60538116592e-05	3.70919881306e-05	0.00014645755782	6.24834028461e-05
Lutispora sp.	0.000763273808577	0.000569630553898	0.000517903384231	0.00123920062833	0.00153658665819	0.00150903060503	0.000634848287537	0.000334047824514	0.0019341873901	0.00106538820083	0.00151369448303	0.000627389185561	0.000765431648776	0.00182990589055	0.00165960039934	0.00288515858284	0.000874549805611	0.000615289955391	0.000153162812069	0.000654112983152	0.000607171770084	0.000505824419418	0.000461084470675	0.000872752661896	0.000719200715313	0.000424115189686	0.00155131264916	0.00028352133498	0.0015034999507	0.000722409513578	0.000399066185127	0.00139694365661	0.000431127398146	0.000492622971009	0.000781315989526	0.00203662182362	0.00100148367953	0.000463782266431	0.000937251042692
Anaerostipes sp.	0.00138343377805	0.000651006347312	0.00158942762747	0.0	0.0	0.0	0.00014650345097	0.00150321521031	0.0	0.0	8.90408519429e-05	0.0	0.00195002824807	0.0	0.0	0.0	7.95045277829e-06	0.000835036368031	0.00195282585388	0.00229930624381	0.000714319729511	0.0	0.00213943194393	0.0	0.0	0.00203575291049	0.0	6.07545717815e-05	0.00125702454895	0.0	0.00409042839755	0.00304787706896	0.000880218437882	0.000640409862312	0.00221724807838	0.0	0.0	0.0	0.000343658715654
Blautia sp.	0.000524750743397	0.000759507405197	0.000285739798196	0.000279256479623	0.000529857468341	0.000172909756826	0.000374397708035	0.000389722461932	0.000175835217282	3.32933812758e-05	0.000106849022331	8.75426770551e-05	0.000164021067595	0.000275938189845	9.0759396839e-05	0.000403518682915	0.00027826584724	0.000505416749072	0.000210598866595	0.000356788899901	0.000500023810658	0.000267789398515	0.000221320545924	0.000122185372665	5.83135715119e-05	0.000233263354327	0.0	0.000486036574252	0.000838016365967	0.000333419775497	0.000578645968434	0.000952461584049	0.000485018322914	0.000738934456514	0.000527916209139	0.000336322869955	9.27299703264e-05	0.00026850552267	0.000499867222769
Blautiaproducta	7.95076883935e-05	0.000176314219064	8.92936869363e-05	1.74535299764e-05	3.53238312227e-05	1.57190688024e-05	0.000227894257065	0.000111349274838	5.02386335092e-05	7.76845563102e-05	0.000213698044663	2.91808923517e-05	0.0	1.45230626234e-05	7.77937687191e-05	2.01759341458e-05	3.18018111131e-05	0.00021974641264	3.82907030173e-05	0.00013875123885	5.95266441259e-05	0.0	7.3773515308e-05	1.74550532379e-05	1.94378571706e-05	6.36172784528e-05	1.98886237072e-05	0.000222766763199	0.00027112294193	0.0	0.000119719855538	0.000232823942768	0.000233527340662	0.000123155742752	0.000168933186925	5.60538116592e-05	1.85459940653e-05	1.2204796485e-05	0.000109345954981
Butyrivibrio sp.	0.000254424602859	0.00195301904194	0.00107152424324	0.00024434941967	0.000353238312227	0.000455852995269	0.000227894257065	0.000417559780642	0.000401909068073	0.000166466906379	0.000694518645154	0.000262628031165	0.00162198611288	0.000203322876728	5.18625124794e-05	8.0703736583e-05	7.95045277829e-05	0.000593315314127	0.000861540817889	0.000277502477701	0.00173817800848	0.000119017510451	0.000940612320177	0.000122185372665	0.000330443571901	0.00074220158195	0.000178997613365	0.000951821624577	0.00152814749088	0.000148186566888	5.9859927769e-05	0.00177792829023	0.000143709132715	9.85245942018e-05	0.00158374862742	0.000336322869955	0.000278189910979	0.00021968633673	0.000390521267788
Coprococcus sp.	0.00760093501042	0.00811045407693	0.00412536833646	0.00788899554935	0.0055988272488	0.00358394768694	0.0050787863003	0.00804498510703	0.00459683496609	0.00826785635016	0.00836984008263	0.015845224547	0.00561316542436	0.00502497966771	0.011357890233	0.00548785408764	0.00671018214487	0.0107675742194	0.00367590748966	0.00947472745292	0.00802419162817	0.00452266539715	0.00429730726669	0.00349101064758	0.00658943358084	0.00428356341582	0.00359984089101	0.00970047996112	0.01264418811	0.00305634794206	0.00732286449708	0.0113660415697	0.0156283681828	0.00987709056873	0.011149590337	0.00644618834081	0.00306008902077	0.00303899432477	0.0154490213537
Dorea sp.	0.00275096601841	0.00203439483535	0.00300026788106	0.0012566541583	0.00231371094509	0.00339531886131	0.00281612189087	0.00242184672772	0.0011052499372	0.00376215208417	0.00968764469138	0.00243660451137	0.000947677279437	0.00124898338562	0.00268388502081	0.00125090791704	0.00364925782523	0.00290065264685	0.000344616327156	0.00291377601586	0.000654793085385	0.00246961334186	0.00274806344522	0.00111712340723	0.0023131050033	0.00328689272006	0.00123309466985	0.000587294193888	0.00416543428966	0.00142629570629	0.00193547099786	0.00552427718749	0.00359272831788	0.000763565605064	0.00466677928879	0.000952914798206	0.000890207715134	0.000671263806676	0.00184326038396
Lachnobacterium sp.	0.0	6.78131611783e-05	0.000107152424324	0.000139628239812	0.000300252565393	0.000125752550419	0.000130225289751	8.35119561284e-05	0.00198442602361	0.000654769831757	0.000463012430103	0.00150281595611	1.82245630661e-05	0.000145230626234	0.00121876904327	0.00014123153902	0.00117666701119	8.78985650559e-05	9.57267575433e-05	5.94648166501e-05	0.000119053288252	4.46315664192e-05	0.0	0.000785477395706	0.00200209928857	4.24115189686e-05	0.000278440731901	0.00014176066749	0.000172532781228	5.55699625829e-05	9.97665462817e-05	0.000105829064894	3.59272831788e-05	2.46311485505e-05	8.44665934623e-05	0.00190582959641	7.41839762611e-05	0.000329529505096	7.81042535576e-05
Moryella sp.	0.000906387647686	0.000881571095318	0.00123225287972	0.00054105942927	0.00012363340928	7.85953440118e-05	0.000423232191692	0.00050107173677	0.0	0.000133173525103	0.00430957723403	0.000102133123231	0.000182245630661	4.35691878703e-05	0.000726075174712	0.000100879670729	7.95045277829e-05	0.00147230096469	0.000153162812069	0.00112983151635	0.00066669841421	7.4385944032e-05	0.000479527849502	5.23651597137e-05	0.000136065000194	0.000360497911233	3.97772474145e-05	0.000405030478544	0.00113378684807	1.8523320861e-05	0.000319252948101	0.00129111459171	0.000449091039736	0.000492622971009	0.001963848298	3.73692077728e-05	7.41839762611e-05	8.54335753951e-05	0.000437383819923
Roseburia sp.	6.36061507148e-05	0.000203439483535	0.000178587373873	0.000226895889694	0.000600505130786	0.000110033481617	9.76689673135e-05	8.35119561284e-05	0.00148203968852	0.000799041150619	0.00012465719272	0.00199889112609	0.000218694756793	0.000348553502963	0.00151697849002	0.000201759341458	0.00176500051678	6.59239237919e-05	0.000191453515087	5.94648166501e-05	0.000190485261203	0.000133894699258	0.000147547030616	0.00169314016408	0.00307118143296	0.000127234556906	0.000397772474145	0.000243018287126	0.000147885241053	0.000166709887749	1.99533092563e-05	0.000317487194683	8.98182079471e-05	0.000172418039853	0.000316749725484	0.00267189835575	0.000222551928783	0.000329529505096	0.000171829357827
Syntrophococcussucromutans	0.000747372270899	0.000149188954592	1.78587373873e-05	3.49070599529e-05	8.83095780568e-05	6.28762752095e-05	0.000732517254851	2.78373187095e-05	0.000125596583773	5.5488968793e-05	0.000106849022331	0.00017508535411	3.64491261322e-05	5.80922504938e-05	6.48281405993e-05	6.05278024373e-05	7.95045277829e-05	0.00010987320632	0.000134017460561	0.000297324083251	0.000154769274727	5.95087552256e-05	3.6886757654e-05	6.98202129516e-05	5.83135715119e-05	2.12057594843e-05	1.98886237072e-05	0.000202515239272	0.000147885241053	3.70466417219e-05	0.000119719855538	0.000275155568725	5.38909247683e-05	0.0	0.000337866373849	1.86846038864e-05	1.85459940653e-05	0.000256300726185	0.000171829357827
Ruminococcus sp.	4.77046130361e-05	0.000108501057885	7.14349495491e-05	5.23605899293e-05	7.06476624455e-05	6.28762752095e-05	4.88344836567e-05	2.78373187095e-05	0.0	8.87823500688e-05	5.34245111657e-05	0.000116723569407	3.64491261322e-05	5.80922504938e-05	0.000103725024959	6.05278024373e-05	5.5653169448e-05	2.1974641264e-05	5.7436054526e-05	0.0	1.19053288252e-05	5.95087552256e-05	0.000129103651789	0.000104730319427	0.000174940714536	2.12057594843e-05	0.000139220365951	6.07545717815e-05	4.9295080351e-05	9.26166043048e-05	3.99066185127e-05	4.23316259578e-05	3.59272831788e-05	2.46311485505e-05	4.22332967311e-05	0.00020553064275	5.56379821958e-05	6.10239824251e-05	4.68625521346e-05
Ruminococcusgnavus	0.0179051314262	0.0220528400152	0.0170729529422	0.0131250545423	0.0141471944047	0.013204017794	0.0217801797109	0.0124989561005	0.0109017834715	0.014804456874	0.0243259607508	0.0200618634918	0.0117183940515	0.00961426745672	0.0172831822838	0.00873617948511	0.0154238783899	0.0190520139759	0.0151248276918	0.0166897918731	0.0177151292919	0.00977431304581	0.0124492807082	0.0108221330075	0.0194184193135	0.0116631677164	0.0109188544153	0.0189756779198	0.0286157941437	0.00744637498611	0.0175589121456	0.0268382508572	0.0264065531365	0.0230054927461	0.0228482135315	0.0169095665172	0.00808605341246	0.00737169707695	0.0311479763188
Oscillospira sp.	0.0431726747977	0.0292817229968	0.0290204482543	0.051086482241	0.0446493226655	0.0722605592845	0.0421116030733	0.0276146201598	0.0896759608139	0.132119234696	0.0263739003455	0.0810936998453	0.0252956935357	0.0650197513652	0.0701699793847	0.0225566943749	0.0656627894959	0.0394225064276	0.0197005667024	0.0153815659068	0.0229772846326	0.0398559888124	0.0249170047953	0.0486472333741	0.115558060879	0.0245350637233	0.0295942720764	0.0297089856012	0.0450064083604	0.0383247508613	0.0341600654469	0.0417389831943	0.0297477904721	0.0417005344959	0.0265647436439	0.0701606875934	0.0208086053412	0.0349179227436	0.0289298155178
Ruminococcus sp.	0.0193362698173	0.0106059784083	0.0121618001607	0.020734793612	0.0270933785478	0.0251505100838	0.0215197291314	0.0150043147844	0.039713639789	0.031673103387	0.017095843573	0.0563191222388	0.0184068086968	0.0218136400604	0.0307026073878	0.0121459123557	0.0491019963587	0.011075219197	0.00704548935518	0.00723488602577	0.0123220153341	0.0447654611185	0.0138694208779	0.0280502705533	0.0369902421957	0.012129694425	0.00712012728719	0.0112800988274	0.0131124913734	0.00368614085133	0.0104555340503	0.0115565338865	0.0122691672056	0.0128574595433	0.00855224258806	0.0295590433483	0.0159681008902	0.0108866784646	0.0113563584673
Ruminococcusflavefaciens	0.00230572296341	0.00458416969565	0.00258951692115	0.0027402042063	0.00245500626998	0.00121036829778	0.00468811043105	0.00183726303482	0.00135644310475	0.00102099702579	0.00446985076753	0.000992150339957	0.00173133349128	0.00207679795515	0.00259312562397	0.00266322330724	0.00083479754172	0.0029885512119	0.00166564558125	0.00370664023786	0.00433353969237	0.000639719118675	0.00171523423091	0.000785477395706	0.00101076857287	0.00150560892338	0.00129276054097	0.00392879564187	0.00500345065562	0.000815026117882	0.0028333699144	0.00425432840875	0.00217360063232	0.00169954924998	0.00456119604696	0.00284005979073	0.00126112759644	0.000927564532861	0.00290547823234
Syntrophomonas sp.	4.77046130361e-05	0.000162751586828	8.92936869363e-05	5.23605899293e-05	1.76619156114e-05	1.57190688024e-05	3.25563224378e-05	0.0	0.0	5.5488968793e-05	3.56163407771e-05	7.29522308792e-05	3.64491261322e-05	1.45230626234e-05	2.59312562397e-05	4.03518682915e-05	7.95045277829e-06	0.000131847847584	5.7436054526e-05	0.0001189296333	5.95266441259e-05	1.48771888064e-05	5.5330136481e-05	5.23651597137e-05	3.88757143413e-05	4.24115189686e-05	1.98886237072e-05	8.10060957087e-05	0.000172532781228	7.40932834439e-05	5.9859927769e-05	0.000105829064894	3.59272831788e-05	0.000172418039853	0.000274516428752	1.86846038864e-05	1.85459940653e-05	6.10239824251e-05	0.000140587656404
Fusibacter sp.	0.0009699937984	0.00119351163674	0.000750066970265	0.00342089187538	0.000794786202512	0.000550167408083	0.00169292876677	0.000807282242574	0.000477267018337	0.000743552181826	0.0010862983937	0.000510665616155	0.000564961455049	0.00672417799466	0.0015688410025	0.000564926156081	0.000755293013937	0.000900960291823	0.000650941951294	0.00116947472745	0.00127387018429	0.000535578797031	0.000774621910734	0.00041892127771	0.000855265715508	0.000508938227623	0.00652346857597	0.00129609753134	0.0013063196293	0.00881710072982	0.000917852225792	0.0015027727215	0.00100596392901	0.00108377053622	0.00126699890193	0.00142002989537	0.0048590504451	0.00590712149875	0.000984113594826
Mogibacterium sp.	1.59015376787e-05	0.0	8.92936869363e-05	0.000104721179859	1.76619156114e-05	3.14381376047e-05	6.51126448756e-05	8.35119561284e-05	7.53579502638e-05	4.43911750344e-05	3.56163407771e-05	1.45904461758e-05	7.28982522644e-05	0.000116184500988	2.59312562397e-05	6.05278024373e-05	2.38513583349e-05	0.0	1.91453515087e-05	0.0001189296333	4.76213153007e-05	0.00020828064329	9.2216894135e-05	3.49101064758e-05	3.88757143413e-05	0.000127234556906	0.0	0.000101257619636	7.39426205265e-05	0.000111139925166	0.0	4.23316259578e-05	1.79636415894e-05	0.0	2.11166483656e-05	3.73692077728e-05	0.000166913946588	0.00017086715079	1.56208507115e-05
Tepidimicrobium sp.	0.000747372270899	0.00108501057885	0.000642914545942	0.000767955318963	0.000406224059061	0.000518729270478	0.00136736554239	0.000389722461932	0.000301431801055	0.000488302925378	0.000908216689817	0.000481484723803	0.000893003590239	0.000624491692808	0.000752006430952	0.000564926156081	0.000548581241702	0.000615289955391	0.000516924490734	0.000931615460852	0.00100004762132	0.000297543776128	0.000571744743637	0.000314190958282	0.000563697857948	0.000614967025044	0.00079554494829	0.000850564004941	0.00113378684807	0.0007594561553	0.000838038988766	0.00126994877873	0.000754472946756	0.000985245942018	0.000971365824816	0.000616591928251	0.000537833827893	0.000671263806676	0.00071855913273
WAL_1855D sp.	0.000651963044826	0.000325503173656	0.000625055808554	0.000122174709835	0.000335576396616	0.000125752550419	0.000309285063159	0.000723770286446	5.02386335092e-05	5.5488968793e-05	0.0018698578908	0.000160494907934	0.000164021067595	0.000101661438364	0.000155587537438	0.000242111209749	6.36036222263e-05	0.000791087085503	1.91453515087e-05	0.000475718533201	0.000285727891804	5.95087552256e-05	0.000313537440059	0.000104730319427	9.71892858531e-05	0.000254469113811	9.94431185362e-05	8.10060957087e-05	0.00123237700877	5.55699625829e-05	0.000319252948101	0.00122761715277	0.000844291154703	0.000172418039853	0.000950249176451	0.000149476831091	9.27299703264e-05	7.32287789101e-05	0.000484246372057
Allobaculum sp.	0.00036573536661	0.000854445830847	0.00357174747745	0.00204206300724	0.0	0.000172909756826	0.000341841385597	0.00993792277928	2.51193167546e-05	0.000532694100413	0.0101150407807	7.29522308792e-05	0.000546736891983	0.00350005809225	7.77937687191e-05	0.000423694617061	5.5653169448e-05	0.00687806271563	0.000440343084699	0.00223984142716	0.00210724320206	0.000104140321645	0.000239763924751	1.74550532379e-05	3.88757143413e-05	0.000169646075874	0.0792959427208	0.000911318576723	0.00258799171843	0.116104175157	0.000698365823972	0.00160860178639	0.0011856003449	0.00640409862312	0.00717966044429	9.3423019432e-05	0.00370919881306	0.00726185390859	0.00123404720621
Coprobacillus sp.	0.00139933531573	0.00154614007487	0.00119653540495	0.0	0.0	6.28762752095e-05	0.000781351738508	0.00203212426579	2.51193167546e-05	1.10977937586e-05	5.34245111657e-05	1.45904461758e-05	0.00229629494633	1.45230626234e-05	0.0	0.00108950044387	1.59009055566e-05	0.000857011009295	0.00124444784806	0.0012289395441	0.000142863945902	2.97543776128e-05	0.000903725562523	0.0	0.0	0.00106028797421	0.0	0.00143785819883	0.000394360642808	0.0	0.000478879422152	0.00038098463362	0.00319752820292	0.000812827902165	8.44665934623e-05	1.86846038864e-05	3.70919881306e-05	3.66143894551e-05	0.00114032210194
Sutterella sp.	6.36061507148e-05	0.000257690012478	0.00298240914367	0.0	0.0	0.0	0.000162781612189	0.00361885143223	0.0	0.0	0.00487943868647	7.29522308792e-05	0.000546736891983	2.90461252469e-05	1.29656281199e-05	0.0	0.0	0.000813061726767	0.00189538979936	0.00410307234886	0.000654793085385	0.0	0.000793065289561	0.0	0.0	0.000911847657824	0.0	0.000121509143563	0.000640836044563	0.000166709887749	0.000518786040665	0.00334419845066	0.000143709132715	0.000295573782605	0.00979812484163	1.86846038864e-05	0.0	2.440959297e-05	0.000328037864942
Bilophila sp.	0.00434111978628	0.00539792762979	0.00171443878918	0.017017191727	0.0107207827761	0.0107832811984	0.00817163693189	0.00192077499095	0.024868123587	0.0189550317397	0.00753285607437	0.0311360121393	0.00267901077072	0.00358719646799	0.0207968675042	0.00171495440239	0.0121482918452	0.0037796382974	0.00183795374483	0.0014271555996	0.00417877041764	0.00888168171742	0.00105127259314	0.00757549310525	0.0184854021693	0.000996670695761	0.00093476531424	0.00309848316086	0.00574287686089	0.00112992257252	0.000638505896203	0.00361935401939	0.00750880218438	0.00135471317028	0.00179491511107	0.0267750373692	0.00354228486647	0.000549215841826	0.00271802802381
Desulfovibrio sp.	0.00324391368645	0.00320078120762	3.57174747745e-05	0.00286237891614	0.00501598403363	0.00141471619221	0.00610431045709	2.78373187095e-05	0.00735995980909	0.00134283304479	0.000231506215051	0.00767457468849	0.00167665980208	0.00226559776926	0.00213932863978	0.00147284319264	0.00139927968898	0.00424110576395	0.00170393628427	0.000891972249752	0.0033573027287	0.00471606885163	0.00245296938399	0.00288008378426	0.00756132643937	0.00214178170791	0.000696101829753	0.00192389477308	0.00433796707089	0.00129663246027	0.00117724524612	0.00304787706896	0.000215563699073	0.002684795192	0.0012247656052	0.00319506726457	0.00216988130564	0.000256300726185	0.000156208507115
DesulfovibrioC21_c20	7.95076883935e-05	0.0	0.0	0.010367396806	0.000335576396616	0.0100602040335	0.0	0.000111349274838	0.000150715900528	0.0112087716962	0.0	2.91808923517e-05	1.82245630661e-05	0.000159753688858	0.0197855485109	0.0	0.0119256791674	0.000461467466544	0.0	1.982160555e-05	0.00279775227392	2.97543776128e-05	3.6886757654e-05	1.74550532379e-05	3.88757143413e-05	0.0	0.00260540970565	0.00269345268231	0.0	0.000129663246027	0.00153640481274	0.0	0.000395200114967	0.0175373777679	0.0	0.0150411061286	0.00888353115727	0.00164764752548	0.000187450208538
Sulfurimonasautotrophica	6.36061507148e-05	9.49384256497e-05	7.14349495491e-05	6.98141199058e-05	0.00012363340928	4.71572064071e-05	6.51126448756e-05	0.000194861230966	0.0	5.5488968793e-05	0.000142465363109	5.83617847034e-05	0.000127571941463	5.80922504938e-05	5.18625124794e-05	2.01759341458e-05	9.54054333394e-05	0.000131847847584	7.65814060346e-05	0.00013875123885	7.14319729511e-05	8.92631328384e-05	5.5330136481e-05	5.23651597137e-05	5.83135715119e-05	2.12057594843e-05	5.96658711217e-05	0.000202515239272	4.9295080351e-05	1.8523320861e-05	0.000119719855538	0.00019049231681	8.98182079471e-05	0.000123155742752	0.000105583241828	3.73692077728e-05	3.70919881306e-05	1.2204796485e-05	4.68625521346e-05
Haemophilusparainfluenzae	0.000174916914466	0.000284815276949	0.000125011161711	6.98141199058e-05	0.000176619156114	9.43144128142e-05	0.000309285063159	0.000222698549676	0.000226073850791	7.76845563102e-05	0.000142465363109	0.000116723569407	5.46736891983e-05	5.80922504938e-05	0.000155587537438	4.03518682915e-05	0.000127207244453	0.00010987320632	0.000191453515087	0.0001585728444	0.000166674603553	8.92631328384e-05	0.000110660272962	8.72752661896e-05	0.000174940714536	8.48230379371e-05	1.98886237072e-05	0.000243018287126	0.000345065562457	0.000148186566888	0.000199533092563	0.000211658129789	0.000215563699073	0.000344836079706	0.000211166483656	9.3423019432e-05	9.27299703264e-05	2.440959297e-05	0.00020307105925
Anaeroplasma sp.	0.0180323437276	0.0211712689199	0.0128940083936	0.0	1.76619156114e-05	4.71572064071e-05	0.00879020705821	0.0226317401108	0.0	0.000122075731345	0.000979449371372	0.0	0.0274461919775	0.0	0.0	0.0	0.0	0.0104599292417	0.0171159442487	0.0126461843409	0.00173817800848	0.0	0.012043526374	1.74550532379e-05	0.0	0.0098394724007	0.0	0.0175378197209	0.00438726215124	0.0	0.0066244986731	0.00567243787834	0.0466156499246	0.00802975442745	0.000147816538559	7.47384155456e-05	0.000593471810089	0.000231891133215	0.021010044207
Akkermansiamuciniphila	0.0097794456724	0.0978272663158	0.209536565765	0.0	7.06476624455e-05	3.14381376047e-05	1.62781612189e-05	0.187957575926	0.0	3.32933812758e-05	0.171831036079	0.0	0.0444314847552	0.0	2.59312562397e-05	2.01759341458e-05	3.18018111131e-05	0.203309380974	0.181957420738	0.100693756194	0.114505452641	2.97543776128e-05	0.00379933603836	0.0	5.83135715119e-05	0.00171766651823	0.0	0.0566435124243	0.00049295080351	0.0	0.084302731608	0.000296321381704	0.171840195444	0.00165028695288	0.00557479516851	0.0	0.0	8.54335753951e-05	0.178233906619
